,acousticness,dance,duration,energy,instrumentalness,key,liveness,loudness,mode,playlist,song,speech,tempo,time,valence
286,0.416,0.704,176347,0.423,0.0,8,0.0607,-6.792,1,45UoCqtVh2BR1HteUkmRje,6AeQlMyRzvSl1nkFztZyKl,0.0862,113.962,4,0.451
287,0.475,0.667,233693,0.753,0.0,10,0.0915,-3.035,1,45UoCqtVh2BR1HteUkmRje,6Agiwgwq5BtflpNynGYsUv,0.0336,124.979,4,0.699
288,0.0941,0.607,306213,0.471,1.65e-06,2,0.0994,-7.211,1,45UoCqtVh2BR1HteUkmRje,6BoyG3bQ8rjDdqatMg5IWM,0.029,139.955,4,0.315
289,0.751,0.739,233733,0.365,1.65e-06,5,0.161,-5.731,0,45UoCqtVh2BR1HteUkmRje,6CQaVuICm1WVXyy3SZ5jEI,0.0415,96.095,4,0.699
290,0.0509,0.662,214120,0.612,0.0,10,0.0948,-4.993,1,45UoCqtVh2BR1HteUkmRje,6L6ra9mTlyQPmh7zGw58y1,0.0311,113.95,4,0.177
291,0.572,0.308,218470,0.426,0.0,2,0.113,-8.151,1,45UoCqtVh2BR1HteUkmRje,6N4EZhQbBsDjwr2buY3TGk,0.0424,143.97,4,0.182
292,0.467,0.472,229120,0.572,0.0,3,0.0711,-5.651,1,45UoCqtVh2BR1HteUkmRje,6NkUP6IeLnH6Yaw2wcNHzO,0.0282,81.388,4,0.361
293,0.572,0.339,240506,0.218,0.0,8,0.0955,-11.281,0,45UoCqtVh2BR1HteUkmRje,6QYEVNkfirdsMmC5d9HJtR,0.0314,127.576,4,0.327
294,0.0293,0.447,227853,0.694,5.46e-06,7,0.167,-4.637,0,45UoCqtVh2BR1HteUkmRje,6RX5iL93VZ5fKmyvNXvF1r,0.382,175.868,4,0.509
295,0.857,0.407,229400,0.147,2.89e-06,2,0.0913,-8.822,1,45UoCqtVh2BR1HteUkmRje,6Vc5wAMmXdKIAM7WUoEb7N,0.0355,141.284,3,0.0765
296,0.899,0.492,149707,0.116,1.93e-06,2,0.0889,-15.15,0,45UoCqtVh2BR1HteUkmRje,6XQHlsNu6so4PdglFkJQRJ,0.0379,111.787,4,0.434
297,0.481,0.792,288613,0.306,0.0,6,0.0935,-12.709,0,45UoCqtVh2BR1HteUkmRje,6Xh2Yv5wyMXwSzg9BpbJWu,0.0387,91.964,4,0.759
298,0.895,0.489,144387,0.13,0.0,0,0.107,-11.9,1,45UoCqtVh2BR1HteUkmRje,6aVrw27a4INLfxTvbJF24k,0.0284,82.11,4,0.236
299,0.391,0.528,298893,0.624,0.0,11,0.0777,-6.613,0,45UoCqtVh2BR1HteUkmRje,6bE0o9hYUPYlokZIH79oM0,0.0301,80.051,4,0.374
300,0.458,0.394,309293,0.322,0.000735,9,0.224,-10.794,1,45UoCqtVh2BR1HteUkmRje,6cebiKUXkoLYlaxzDfEPtS,0.031,104.892,4,0.375
301,0.772,0.369,243693,0.349,0.000292,4,0.0905,-8.067,0,45UoCqtVh2BR1HteUkmRje,6eXn9NxCovcNIQ8wXIIZv0,0.0321,114.333,5,0.178
302,0.742,0.373,216255,0.266,5.93e-06,10,0.101,-11.599,1,45UoCqtVh2BR1HteUkmRje,6ghUIbri8WJ7ul7nTFQISc,0.032,88.168,4,0.399
303,0.0522,0.449,278719,0.585,8.49e-05,5,0.0833,-6.762,1,45UoCqtVh2BR1HteUkmRje,6nek1Nin9q48AVZcWs9e9D,0.0268,139.627,4,0.203
304,0.728,0.656,278853,0.356,0.000222,4,0.0909,-11.945,1,45UoCqtVh2BR1HteUkmRje,6o69wjiPkYTEhxJUGCETbE,0.0366,77.965,4,0.257
305,0.733,0.769,225107,0.371,3.73e-05,0,0.106,-8.522,1,45UoCqtVh2BR1HteUkmRje,6obMmMuVhvB0VMTZa5EJIP,0.0326,100.001,4,0.653
306,0.0109,0.781,193467,0.599,1.12e-06,7,0.109,-6.501,1,45UoCqtVh2BR1HteUkmRje,6ol4ZSifr7r3Lb2a9L5ZAB,0.0436,120.053,4,0.608
307,0.185,0.633,217133,0.792,0.000185,1,0.152,-6.968,1,45UoCqtVh2BR1HteUkmRje,6onLnWywmbSnXDFPVY1mM6,0.149,175.795,4,0.918
308,0.014,0.716,133995,0.805,3.1e-06,4,0.291,-3.839,1,45UoCqtVh2BR1HteUkmRje,6tHWl8ows5JOZq9Yfaqn3M,0.0856,142.886,4,0.719
309,0.417,0.795,190453,0.616,0.0,1,0.349,-5.281,0,45UoCqtVh2BR1HteUkmRje,6ukMqDxnOPOgoHdak7Kyp3,0.06,110.015,4,0.815
310,0.946,0.453,241500,0.0531,0.000161,1,0.0796,-19.956,1,45UoCqtVh2BR1HteUkmRje,6vAcoAjqhoJQaMJJZfBxEc,0.0355,79.863,4,0.354
311,0.301,0.442,267544,0.598,0.00142,7,0.177,-4.894,1,45UoCqtVh2BR1HteUkmRje,6vpgBxXDudQQb04diUWsR4,0.032,134.853,4,0.179
312,0.00133,0.291,289907,0.79,5.61e-06,11,0.0811,-5.683,0,45UoCqtVh2BR1HteUkmRje,6vrUTGn5p8IrfTZ0J6sIVM,0.0363,155.667,3,0.513
313,0.336,0.59,229015,0.451,0.0,4,0.103,-8.194,1,45UoCqtVh2BR1HteUkmRje,6x69yrZAJvsYxhk0CJS4uT,0.0417,129.729,4,0.334
314,0.817,0.383,280757,0.43,1.04e-06,10,0.0869,-8.644,1,45UoCqtVh2BR1HteUkmRje,70K0ezmzYEZeqoSaZMyP7o,0.0302,107.005,4,0.174
315,0.0279,0.774,198813,0.847,0.0183,5,0.241,-3.925,0,45UoCqtVh2BR1HteUkmRje,717TY4sfgKQm4kFbYQIzgo,0.121,143.011,4,0.923
316,0.828,0.78,241733,0.209,0.000167,6,0.106,-12.2,1,45UoCqtVh2BR1HteUkmRje,71NQP11KgFDEJzzrks7wcn,0.0334,97.009,4,0.644
317,0.701,0.505,212149,0.211,0.0,8,0.095,-12.317,1,45UoCqtVh2BR1HteUkmRje,72B1Wm2DzOCQ5jocTAPSUJ,0.0312,81.119,4,0.74
318,0.0109,0.449,242080,0.499,0.0,0,0.377,-4.735,1,45UoCqtVh2BR1HteUkmRje,73iGbyppTPZLJd5CSC2A30,0.0262,145.881,4,0.328
319,0.0538,0.442,217653,0.846,4.71e-06,4,0.282,-5.214,1,45UoCqtVh2BR1HteUkmRje,756CJtQRFSxEx9jV4P9hpA,0.0764,128.235,4,0.622
320,0.727,0.56,309600,0.442,1.71e-05,5,0.11,-7.224,1,45UoCqtVh2BR1HteUkmRje,75JFxkI2RXiU7L9VXzMkle,0.0243,146.448,4,0.212
321,0.25,0.491,248907,0.802,0.0,4,0.387,-7.106,1,45UoCqtVh2BR1HteUkmRje,77NNZQSqzLNqh2A9JhLRkg,0.0392,119.25,4,0.472
322,0.348,0.381,290907,0.594,0.0,3,0.0925,-5.97,1,45UoCqtVh2BR1HteUkmRje,7A2eDNBgJrEVE87C8pOMqN,0.0486,143.86,4,0.273
323,0.047,0.595,223640,0.723,0.0286,7,0.0995,-8.256,1,45UoCqtVh2BR1HteUkmRje,7BVwi9cIzSc6tpyxsp47vJ,0.0349,108.043,1,0.272
324,0.385,0.509,252867,0.538,0.0,7,0.104,-7.335,1,45UoCqtVh2BR1HteUkmRje,7DFNE7NO0raLIUbgzY2rzm,0.0572,75.089,4,0.244
325,0.321,0.76,247691,0.435,0.00029,5,0.496,-7.605,1,45UoCqtVh2BR1HteUkmRje,7Dh5s2tTX4eBzA2FRu03Z0,0.025,88.012,4,0.562
326,0.891,0.396,245427,0.305,0.0,2,0.169,-6.481,1,45UoCqtVh2BR1HteUkmRje,7GgQi7JTG4b6J4iEF4RTjF,0.0387,165.398,3,0.251
327,0.049,0.562,246000,0.891,0.00182,2,0.156,-4.88,1,45UoCqtVh2BR1HteUkmRje,7KGr8itg6ZQNWOTIvxR1yU,0.0413,91.05,4,0.53
328,0.1,0.461,195493,0.446,0.0,7,0.169,-7.703,1,45UoCqtVh2BR1HteUkmRje,7L605WhF5EGf34ggj87yK6,0.0267,139.868,3,0.375
329,0.163,0.209,295533,0.418,0.00195,3,0.113,-8.74,1,45UoCqtVh2BR1HteUkmRje,7LVHVU3tWfcxj5aiPFEW4Q,0.0338,138.265,4,0.123
330,0.044,0.666,190480,0.78,0.0,7,0.128,-5.177,1,45UoCqtVh2BR1HteUkmRje,7MapZTlRqFfUteNcghsTwf,0.0404,90.004,4,0.795
331,0.821,0.52,281507,0.308,0.0,7,0.12,-8.406,1,45UoCqtVh2BR1HteUkmRje,7Mwi72LZXJRSIuj9Vhq0Oj,0.0274,141.79,4,0.537
332,0.901,0.403,210373,0.324,7.54e-06,0,0.11,-8.066,1,45UoCqtVh2BR1HteUkmRje,7aRVFVMAgtKpXFr0cE6sDU,0.0306,94.067,4,0.359
333,0.0129,0.472,232800,0.671,0.0,4,0.159,-4.649,1,45UoCqtVh2BR1HteUkmRje,7afSN5zhUhkbpRFpYKYztK,0.029,82.952,4,0.0681
334,0.133,0.568,208733,0.686,0.0,11,0.11,-4.901,0,45UoCqtVh2BR1HteUkmRje,7evPpWWu01Klxi0KlPxR17,0.0903,148.294,4,0.4
335,0.118,0.388,278373,0.694,0.000293,5,0.082,-5.769,1,45UoCqtVh2BR1HteUkmRje,7gpy7sfWPNuOKmUNs3XQYE,0.0735,145.434,5,0.365
336,0.547,0.545,285547,0.455,0.000881,4,0.0985,-8.562,1,45UoCqtVh2BR1HteUkmRje,7igahbgBryjah3Dtp9HHyI,0.0259,104.024,4,0.355
337,0.105,0.731,218573,0.572,0.00012,6,0.133,-7.889,0,45UoCqtVh2BR1HteUkmRje,7jJH8F3PHlNvxfqEAAfFDl,0.0445,154.038,4,0.947
338,0.0972,0.611,220133,0.831,0.0,5,0.308,-5.394,0,45UoCqtVh2BR1HteUkmRje,7jQBORjiir0pNSKGaHevq9,0.394,174.245,4,0.915
339,0.555,0.495,249979,0.501,3.74e-06,5,0.109,-6.351,0,45UoCqtVh2BR1HteUkmRje,7k5OoqMYnHmQZuSbVn02JU,0.0295,171.996,4,0.387
340,0.104,0.529,234107,0.607,0.0,6,0.0631,-6.781,1,45UoCqtVh2BR1HteUkmRje,7krbSH3rd8lhIZvuzTV3Bl,0.0574,101.966,4,0.238
341,0.424,0.591,201072,0.415,0.000299,6,0.111,-6.936,1,45UoCqtVh2BR1HteUkmRje,7nm68uKwGwMqznlOSBxhps,0.0437,90.483,4,0.197
342,0.618,0.515,201000,0.378,0.0,5,0.172,-8.264,1,45UoCqtVh2BR1HteUkmRje,7oAraczbemGSNWqnbkU87R,0.065,91.883,4,0.536
343,0.675,0.554,217260,0.41,0.000423,0,0.127,-6.834,0,45UoCqtVh2BR1HteUkmRje,7q4V2TQW0itiVx0RuBRNqr,0.0498,88.196,4,0.358
344,0.0541,0.544,236920,0.55,0.0,10,0.243,-6.756,0,45UoCqtVh2BR1HteUkmRje,7qQfI2F80t2MZcLLVuH6M2,0.0248,144.028,4,0.246
345,0.919,0.458,229987,0.149,0.0,11,0.0997,-8.64,1,45UoCqtVh2BR1HteUkmRje,7qiVdTMCRynOSQDNsqNyyV,0.0391,113.632,3,0.165
346,0.581,0.825,233713,0.652,0.0,1,0.0931,-3.183,0,45UoCqtVh2BR1HteUkmRje,7qiZfU4dY1lWllzX7mPBI3,0.0802,95.977,4,0.931
347,0.91,0.325,212040,0.18,0.000633,10,0.113,-10.647,1,45UoCqtVh2BR1HteUkmRje,7rPLZ8Krm6CZIbraFUlnWZ,0.0311,72.416,1,0.0997
348,0.112,0.495,267933,0.589,0.0,0,0.0688,-4.747,1,45UoCqtVh2BR1HteUkmRje,7rdGrVIoqwPWOULauvglio,0.0274,82.002,4,0.401
349,0.403,0.667,194453,0.613,0.0,1,0.115,-5.353,1,45UoCqtVh2BR1HteUkmRje,7soJgKhQTO8hLP2JPRkL5O,0.0344,91.024,4,0.47
350,0.853,0.49,239466,0.335,1.77e-05,3,0.1,-9.048,1,45UoCqtVh2BR1HteUkmRje,7vZTvo2aJ6wHKCGjwjdWIf,0.0347,173.493,4,0.519
351,0.0653,0.421,202533,0.873,0.0,10,0.123,-4.343,1,45UoCqtVh2BR1HteUkmRje,7wMq5n8mYSKlQIGECKUgTX,0.0565,84.803,4,0.63
352,0.793,0.554,282040,0.266,0.0,11,0.11,-9.435,0,45UoCqtVh2BR1HteUkmRje,7wPlxhTeGIT9tm0pk03vwq,0.0319,103.902,4,0.302
353,0.0122,0.439,168000,0.891,0.0,0,0.547,-4.764,1,45UoCqtVh2BR1HteUkmRje,7yCPwWs66K8Ba5lFuU2bcx,0.057,148.599,4,0.695
354,0.89,0.585,187614,0.496,0.00282,8,0.122,-9.769,1,45UoCqtVh2BR1HteUkmRje,7zDGRvUdsgVWBfsYp6YffE,0.0257,98.548,4,0.242
